station1,station2,distance
Ashland Ave & Blackhawk St,Wallace Ave & 35th St,6.645
Ashland Ave & Blackhawk St,Halsted St & 35th St,6.939
Ashland Ave & Blackhawk St,Morgan St & 31st St,5.542
Ashland Ave & Blackhawk St,Western Ave & 24th St,4.476
Ashland Ave & Blackhawk St,Halsted St & Maxwell St,3.489
Ashland Ave & Blackhawk St,LaSalle St & Jackson Blvd,3.204
Ashland Ave & Blackhawk St,Michigan Ave & Jackson Blvd,4.055
Ashland Ave & Blackhawk St,Wood St & Grand Ave,1.396
Ashland Ave & Blackhawk St,Franklin St & Quincy St,3.102
Ashland Ave & Blackhawk St,Franklin St & Arcade Pl,2.897
Ashland Ave & Blackhawk St,Larrabee St & Armitage Ave,1.991
Ashland Ave & Blackhawk St,Wells St & Concord Ln,2.031
Ashland Ave & Blackhawk St,Kedzie Ave & Palmer Ct,3.075
Ashland Ave & Blackhawk St,Wells St & Evergreen Ave,2.254
Ashland Ave & Blackhawk St,Southport Ave & Clark St,3.939
Ashland Ave & Blackhawk St,Broadway & Wilson Ave,4.591
Ashland Ave & Blackhawk St,Broadway & Berwyn Ave,5.447
Ashland Ave & Blackhawk St,Broadway & Argyle St,5.075
Ashland Ave & Blackhawk St,Broadway & Belmont Ave,3.477
Ashland Ave & Blackhawk St,Paulina St & Montrose Ave,3.912
Ashland Ave & Blackhawk St,Lincoln Ave & Belle Plaine Ave,3.59
Ashland Ave & Blackhawk St,Halsted St & Roscoe St,3.992
Ashland Ave & Blackhawk St,Broadway & Barry Ave,3.338
Ashland Ave & Blackhawk St,Clark St & Schiller St,2.337
Ashland Ave & Blackhawk St,Sheffield Ave & Wrightwood Ave,2.255
Ashland Ave & Blackhawk St,Broadway & Cornelia Ave,4.045
Ashland Ave & Blackhawk St,Halsted St & Waveland Ave,3.923
Ashland Ave & Blackhawk St,Western Ave & Division St,1.293
Ashland Ave & Blackhawk St,Sheridan Rd & Buena Ave,4.329
Ashland Ave & Blackhawk St,Southport Ave & Clybourn Ave,1.346
Ashland Ave & Blackhawk St,Seeley Ave & Roscoe St,2.806
Ashland Ave & Blackhawk St,Leavitt St & Armitage Ave,1.529
Ashland Ave & Blackhawk St,Damen Ave & Charleston St,1.433
Ashland Ave & Blackhawk St,Lincoln Ave & Eastwood Ave,4.367
Ashland Ave & Blackhawk St,Clarendon Ave & Gordon Ter,4.914
Ashland Ave & Blackhawk St,Lakeview Ave & Fullerton Pkwy,2.788
Ashland Ave & Blackhawk St,Ravenswood Ave & Berteau Ave,3.779
Ashland Ave & Blackhawk St,Leavitt St & Hirsch St,1.304
Ashland Ave & Blackhawk St,Damen Ave & Sunnyside Ave,4.054
Ashland Ave & Blackhawk St,Wood St & Taylor St,2.866
Ashland Ave & Blackhawk St,Southport Ave & Irving Park Rd,3.55
Ashland Ave & Blackhawk St,Greenview Ave & Diversey Pkwy,1.91
Ashland Ave & Blackhawk St,Loomis St & Lexington St,2.694
Ashland Ave & Blackhawk St,Wabash Ave & 8th St,3.993
Ashland Ave & Blackhawk St,Kimbark Ave & 53rd St,10.694
Ashland Ave & Blackhawk St,Sheridan Rd & Lawrence Ave,5.081
Ashland Ave & Blackhawk St,Stockton Dr & Wrightwood Ave,3.398
Ashland Ave & Blackhawk St,Clark St & Winnemac Ave,4.675
Ashland Ave & Blackhawk St,Clark St & Leland Ave,4.274
Ashland Ave & Blackhawk St,Sheffield Ave & Webster Ave,1.793
Ashland Ave & Blackhawk St,Ellis Ave & 58th St,10.519
Ashland Ave & Blackhawk St,Lake Shore Dr & Diversey Pkwy,3.557
Ashland Ave & Blackhawk St,Lincoln Ave & Addison St,2.793
Ashland Ave & Blackhawk St,Halsted St & Blackhawk St,1.44
Ashland Ave & Blackhawk St,Halsted St & Diversey Pkwy,2.822
Ashland Ave & Blackhawk St,Lake Shore Dr & Belmont Ave,3.894
Ashland Ave & Blackhawk St,Calumet Ave & 35th St,6.84
Ashland Ave & Blackhawk St,Cottage Grove Ave & 47th St,9.024
Ashland Ave & Blackhawk St,Clark St & Chicago Ave,3.139
Ashland Ave & Blackhawk St,Calumet Ave & 18th St,5.207
Ashland Ave & Blackhawk St,Emerald Ave & 31st St,5.332
Ashland Ave & Blackhawk St,Clark St & Wrightwood Ave,3.024
Ashland Ave & Blackhawk St,Wolcott Ave & Polk St,3.148
Ashland Ave & Blackhawk St,Racine Ave & Wrightwood Ave,2.047
Ashland Ave & Blackhawk St,Wolcott Ave & Lawrence Ave,4.665
Ashland Ave & Blackhawk St,Lake Park Ave & 56th St,11.105
Ashland Ave & Blackhawk St,Ashland Ave & Grace St,3.05
Ashland Ave & Blackhawk St,California Ave & 21st St,4.385
Ashland Ave & Blackhawk St,Halsted St & Wrightwood Ave,2.534
Ashland Ave & Blackhawk St,Ashland Ave & Chicago Ave,0.802
Ashland Ave & Blackhawk St,Cottage Grove Ave & 51st St,9.505
Lake Shore Dr & Belmont Ave,State St & Harrison St,5.605
Lake Shore Dr & Belmont Ave,Wilton Ave & Diversey Pkwy,1.274
Lake Shore Dr & Belmont Ave,Morgan St & 18th St,7.872
Lake Shore Dr & Belmont Ave,Racine Ave & 18th St,8.131
Lake Shore Dr & Belmont Ave,Wood St & North Ave,3.861
Lake Shore Dr & Belmont Ave,Wood St & Division St,4.371
Lake Shore Dr & Belmont Ave,Loomis St & Taylor St,7.965
Lake Shore Dr & Belmont Ave,Sheffield Ave & Kingsbury St,2.938
Lake Shore Dr & Belmont Ave,May St & Taylor St,7.747
Lake Shore Dr & Belmont Ave,Orleans St & Elm St,3.37
Lake Shore Dr & Belmont Ave,Michigan Ave & Pearson St,3.214
Lake Shore Dr & Belmont Ave,McClurg Ct & Illinois St,4.025
Lake Shore Dr & Belmont Ave,Larrabee St & North Ave,3.157
Lake Shore Dr & Belmont Ave,Larrabee St & Menomonee St,2.458
Lake Shore Dr & Belmont Ave,Noble St & Milwaukee Ave,4.641
Lake Shore Dr & Belmont Ave,Racine Ave & Congress Pkwy,7.097
Lake Shore Dr & Belmont Ave,State St & Van Buren St,5.588
Lake Shore Dr & Belmont Ave,Streeter Dr & Illinois St,3.95
Lake Shore Dr & Belmont Ave,Wabash Ave & Cermak Rd,6.956
Lake Shore Dr & Belmont Ave,Michigan Ave & Washington St,4.127
Lake Shore Dr & Belmont Ave,State St & Randolph St,4.197
Lake Shore Dr & Belmont Ave,Michigan Ave & Congress Pkwy,5.487
Lake Shore Dr & Belmont Ave,Wells St & Walton St,3.429
Lake Shore Dr & Belmont Ave,State St & Kinzie St,4.671
Lake Shore Dr & Belmont Ave,Larrabee St & Kingsbury St,4.194
Lake Shore Dr & Belmont Ave,Michigan Ave & Lake St,3.998
Lake Shore Dr & Belmont Ave,Wells St & Erie St,3.848
Lake Shore Dr & Belmont Ave,Ogden Ave & Chicago Ave,3.922
Lake Shore Dr & Belmont Ave,Wabash Ave & Roosevelt Rd,5.949
Lake Shore Dr & Belmont Ave,Wood St & Milwaukee Ave,4.431
Lake Shore Dr & Belmont Ave,McCormick Place,7.287
Lake Shore Dr & Belmont Ave,Sheffield Ave & Fullerton Ave,1.85
Lake Shore Dr & Belmont Ave,Morgan St & Lake St,4.589
Lake Shore Dr & Belmont Ave,State St & 16th St,6.538
Lake Shore Dr & Belmont Ave,Lake Shore Dr & Monroe St,4.639
Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,2.903
Lake Shore Dr & Belmont Ave,Racine Ave & Fullerton Ave,2.102
Lake Shore Dr & Belmont Ave,May St & Randolph St,4.867
Lake Shore Dr & Belmont Ave,Millennium Park,4.983
Lake Shore Dr & Belmont Ave,Sheffield Ave & Willow St,2.66
Lake Shore Dr & Belmont Ave,Lincoln Ave & Armitage Ave,2.247
Lake Shore Dr & Belmont Ave,Museum Campus,5.854
Lake Shore Dr & Belmont Ave,Lake Shore Dr & Ohio St,4.171
Lake Shore Dr & Belmont Ave,Orleans St & Merchandise Mart Plaza,4.505
Lake Shore Dr & Belmont Ave,State St & Pearson St,3.405
Lake Shore Dr & Belmont Ave,State St & Erie St,3.862
Lake Shore Dr & Belmont Ave,Sedgwick St & Huron St,4.002
Lake Shore Dr & Belmont Ave,Sheffield Ave & Addison St,1.184
Lake Shore Dr & Belmont Ave,Sheffield Ave & Wellington Ave,1.101
Lake Shore Dr & Belmont Ave,Western Ave & Winnebago Ave,4.242
Lake Shore Dr & Belmont Ave,Wilton Ave & Belmont Ave,1.126
Lake Shore Dr & Belmont Ave,Sedgwick St & North Ave,2.889
Lake Shore Dr & Belmont Ave,Wentworth Ave & Archer Ave,7.103
Lake Shore Dr & Belmont Ave,Lincoln Ave & Fullerton Ave,1.624
Lake Shore Dr & Belmont Ave,Lincoln Ave & Belmont Ave,1.603
Lake Shore Dr & Belmont Ave,Wentworth Ave & 24th St,7.545
Lake Shore Dr & Belmont Ave,Peoria St & Jackson Blvd,6.505
Lake Shore Dr & Belmont Ave,Racine Ave & 13th St,7.661
Lake Shore Dr & Belmont Ave,Morgan Ave & 14th Pl,7.574
Lake Shore Dr & Belmont Ave,Sedgwick St & Webster Ave,1.89
Lake Shore Dr & Belmont Ave,Larrabee St & Webster Ave,1.955
Lake Shore Dr & Belmont Ave,Loomis St & Jackson Blvd,6.147
Lake Shore Dr & Belmont Ave,State St & 33rd St,8.547
Lake Shore Dr & Belmont Ave,Lincoln Ave & Diversey Pkwy,1.599
Lake Shore Dr & Belmont Ave,Southport Ave & Wellington Ave,1.954
Lake Shore Dr & Belmont Ave,Southport Ave & Belmont Ave,1.348
Lake Shore Dr & Belmont Ave,Lake Shore Dr & Wellington Ave,0.311
Lake Shore Dr & Belmont Ave,Milwaukee Ave & Wabansia Ave,4.355
Lake Shore Dr & Belmont Ave,Paulina St & Diversey Pkwy,2.24
Lake Shore Dr & Belmont Ave,Michigan Ave & 14th St,6.094
Lake Shore Dr & Belmont Ave,May St & Cullerton St,8.66
Lake Shore Dr & Belmont Ave,Mies van der Rohe Way & Chicago Ave,3.673
Lake Shore Dr & Belmont Ave,Wells St & Polk St,6.023
Lake Shore Dr & Belmont Ave,Theater on the Lake,1.212
Lake Shore Dr & Belmont Ave,State St & 19th St,7.042
Lake Shore Dr & Belmont Ave,Martin Luther King Dr & Oakwood Blvd,9.223
Lake Shore Dr & Belmont Ave,State St & 35th St,8.771
Lake Shore Dr & Belmont Ave,Stave St & Armitage Ave,4.304
Lake Shore Dr & Belmont Ave,Ogden Ave & Race Ave,4.334
Lake Shore Dr & Belmont Ave,Southport Ave & Wrightwood Ave,2.091
Lake Shore Dr & Belmont Ave,State St & 29th St,8.017
Lake Shore Dr & Belmont Ave,State St & Wacker Dr,4.048
Lake Shore Dr & Belmont Ave,Michigan Ave & Madison St,4.284
Lake Shore Dr & Belmont Ave,Wabash Ave & Grand Ave,4.428
Lake Shore Dr & Belmont Ave,Western Ave & 21st St,7.926
Lake Shore Dr & Belmont Ave,Prairie Ave & Garfield Blvd,11.117
Lake Shore Dr & Belmont Ave,Paulina St & 18th St,8.795
Lake Shore Dr & Belmont Ave,Normal Ave & Archer Ave,7.622
Lake Shore Dr & Belmont Ave,St Clair St & Erie St,3.478
Lake Shore Dr & Belmont Ave,Wells St & Ohio St,3.958
Lake Shore Dr & Belmont Ave,Leavitt St & North Ave,4.367
Lake Shore Dr & Belmont Ave,May St & Fulton St,4.858
Lake Shore Dr & Belmont Ave,Wells St & 19th St,7.126
Lake Shore Dr & Belmont Ave,Milwaukee Ave & Rockwell St,4.447
Lake Shore Dr & Belmont Ave,Racine Ave & Belmont Ave,1.084
Lake Shore Dr & Belmont Ave,Southport Ave & Waveland Ave,1.698
Lake Shore Dr & Belmont Ave,Southport Ave & Roscoe St,1.606
Lake Shore Dr & Belmont Ave,Lincoln Ave & Roscoe St,1.949
Lake Shore Dr & Belmont Ave,Sheridan Rd & Montrose Ave,2.144
Lake Shore Dr & Belmont Ave,Pine Grove Ave & Addison St,0.835
Lake Shore Dr & Belmont Ave,Sangamon St & Washington Blvd,4.801
Lake Shore Dr & Belmont Ave,Sedgwick St & Schiller St,3.097
Lake Shore Dr & Belmont Ave,Martin Luther King Dr & 29th St,8.334
Lake Shore Dr & Belmont Ave,Ravenswood Ave & Montrose Ave,3.171
Lake Shore Dr & Belmont Ave,Western Ave & Leland Ave,4.317
Lake Shore Dr & Belmont Ave,Sheridan Rd & Irving Park Rd,1.682
Lake Shore Dr & Belmont Ave,Morgan St & Polk St,7.542
Lake Shore Dr & Belmont Ave,Lincoln Ave & Leavitt St,3.734
Lake Shore Dr & Belmont Ave,Ravenswood Ave & Irving Park Rd,2.695
Lake Shore Dr & Belmont Ave,Shore Drive & 55th St,11.369
Lake Shore Dr & Belmont Ave,Woodlawn Ave & 55th St,11.25
Lake Shore Dr & Belmont Ave,Montrose Harbor,2.074
Lake Shore Dr & Belmont Ave,Pine Grove Ave & Irving Park Rd,1.346
Lake Shore Dr & Belmont Ave,Lincoln Ave & Waveland Ave,2.308
Lake Shore Dr & Belmont Ave,Logan Blvd & Elston Ave,3.014
Lake Shore Dr & Belmont Ave,Rhodes Ave & 32nd St,8.039
Lake Shore Dr & Belmont Ave,Stetson Ave & South Water St,4.593
Lake Shore Dr & Belmont Ave,Lake Shore Dr & North Blvd,2.177
Lake Shore Dr & Belmont Ave,Michigan Ave & 18th St,6.522
Lake Shore Dr & Belmont Ave,Racine Ave & 15th St,7.917
Lake Shore Dr & Belmont Ave,Wallace Ave & 35th St,9.572
Lake Shore Dr & Belmont Ave,Morgan St & 31st St,8.854
Lake Shore Dr & Belmont Ave,Western Ave & 24th St,8.304
Lake Shore Dr & Belmont Ave,Michigan Ave & Jackson Blvd,5.451
Lake Shore Dr & Belmont Ave,Wood St & Grand Ave,5.223
Lake Shore Dr & Belmont Ave,Larrabee St & Armitage Ave,2.214
Lake Shore Dr & Belmont Ave,Wells St & Concord Ln,2.726
Lake Shore Dr & Belmont Ave,Wells St & Evergreen Ave,3.15
Lake Shore Dr & Belmont Ave,Southport Ave & Clark St,2.367
Lake Shore Dr & Belmont Ave,Paulina St & Montrose Ave,3.031
Lake Shore Dr & Belmont Ave,Lincoln Ave & Belle Plaine Ave,3.096
Lake Shore Dr & Belmont Ave,Sheffield Ave & Wrightwood Ave,1.597
Lake Shore Dr & Belmont Ave,Western Ave & Division St,5.118
Lake Shore Dr & Belmont Ave,Sheridan Rd & Buena Ave,1.825
Lake Shore Dr & Belmont Ave,Southport Ave & Clybourn Ave,3.018
Lake Shore Dr & Belmont Ave,Seeley Ave & Roscoe St,2.407
Lake Shore Dr & Belmont Ave,Leavitt St & Armitage Ave,3.85
Lake Shore Dr & Belmont Ave,Lincoln Ave & Eastwood Ave,3.872
Lake Shore Dr & Belmont Ave,Lakeview Ave & Fullerton Pkwy,1.066
Lake Shore Dr & Belmont Ave,Ravenswood Ave & Berteau Ave,2.898
Lake Shore Dr & Belmont Ave,Leavitt St & Hirsch St,4.629
Lake Shore Dr & Belmont Ave,Wood St & Taylor St,6.693
Lake Shore Dr & Belmont Ave,Southport Ave & Irving Park Rd,2.182
Lake Shore Dr & Belmont Ave,Loomis St & Lexington St,8.141
Lake Shore Dr & Belmont Ave,Wabash Ave & 8th St,6.238
Lake Shore Dr & Belmont Ave,Sheridan Rd & Lawrence Ave,2.599
Lake Shore Dr & Belmont Ave,Stockton Dr & Wrightwood Ave,0.705
